Recorded date: Apr 16, 2026, 19:14:27
Export date: Apr 18, 2026, 18:39:06
Min (dB-A): 71.1
Max (dB-A): 88.4
Peak (dB-A): 92.6
Avg (dB-A): 81.7
TWA (dB-A): 53.4
Dose (dB-A): 0.1

Leq (dB-A), Timestamp
78.3,1776341617613
77.4,1776341617854
77.5,1776341618091
77.1,1776341618313
78.4,1776341618553
76.0,1776341618791
77.3,1776341619013
72.9,1776341619253
77.5,1776341619489
78.0,1776341619711
75.8,1776341619952
75.9,1776341620172
77.5,1776341620374
76.7,1776341620592
75.3,1776341620796
78.1,1776341621055
76.4,1776341621273
76.5,1776341621512
76.9,1776341621755
75.9,1776341621973
78.9,1776341622214
80.0,1776341622433
78.1,1776341622634
79.0,1776341622855
81.2,1776341623092
80.9,1776341623337
79.1,1776341623552
79.9,1776341623790
81.5,1776341624035
81.3,1776341624252
81.8,1776341624491
82.9,1776341624730
82.6,1776341624953
81.8,1776341625196
82.5,1776341625414
82.0,1776341625616
82.3,1776341625832
83.8,1776341626034
82.6,1776341626253
83.2,1776341626491
83.1,1776341626732
84.0,1776341626954
83.1,1776341627193
83.7,1776341627415
84.1,1776341627653
83.3,1776341627894
83.2,1776341628112
83.3,1776341628350
83.6,1776341628590
83.7,1776341628810
82.9,1776341629011
83.8,1776341629230
85.1,1776341629431
83.7,1776341629650
83.9,1776341629870
84.5,1776341630090
85.3,1776341630290
84.2,1776341630512
85.5,1776341630750
86.0,1776341630990
85.9,1776341631211
85.0,1776341631412
84.3,1776341631632
84.5,1776341631872
84.1,1776341632110
82.4,1776341632330
83.7,1776341632571
83.0,1776341632790
82.3,1776341632992
83.4,1776341633211
83.0,1776341633412
83.6,1776341633631
83.4,1776341633870
83.1,1776341634111
82.4,1776341634330
81.8,1776341634533
82.4,1776341634751
82.0,1776341634991
82.6,1776341635210
82.9,1776341635411
83.3,1776341635630
83.1,1776341635830
83.3,1776341636051
82.7,1776341636291
82.9,1776341636531
83.0,1776341636751
83.8,1776341636991
84.0,1776341637231
82.6,1776341637451
83.5,1776341637691
83.8,1776341637910
83.0,1776341638151
83.3,1776341638390
83.4,1776341638651
83.9,1776341638872
83.8,1776341639111
84.1,1776341639350
83.6,1776341639571
82.8,1776341639775
83.5,1776341639992
83.5,1776341640231
83.7,1776341640451
83.3,1776341640651
84.1,1776341640872
83.7,1776341641110
84.2,1776341641350
83.9,1776341641572
82.8,1776341641811
84.1,1776341642052
84.2,1776341642270
83.9,1776341642471
84.1,1776341642692
83.7,1776341642930
84.1,1776341643150
84.7,1776341643350
84.4,1776341643570
84.3,1776341643771
83.7,1776341643991
88.4,1776341644231
85.7,1776341644470
84.3,1776341644691
83.9,1776341644930
83.8,1776341645171
84.1,1776341645391
84.3,1776341645631
84.1,1776341645854
84.3,1776341646090
84.7,1776341646332
83.7,1776341646550
84.2,1776341646752
83.7,1776341646971
83.5,1776341647171
83.8,1776341647430
83.9,1776341647651
84.0,1776341647890
83.7,1776341648111
84.2,1776341648351
84.5,1776341648593
83.5,1776341648810
83.9,1776341649010
83.7,1776341649230
83.3,1776341649470
83.8,1776341649710
83.9,1776341649931
84.0,1776341650132
83.4,1776341650350
83.3,1776341650591
83.3,1776341650810
83.0,1776341651011
81.9,1776341651233
82.5,1776341651470
79.8,1776341651711
79.3,1776341651931
77.9,1776341652170
76.6,1776341652411
76.3,1776341652632
76.1,1776341652870
75.1,1776341653091
74.0,1776341653291
73.3,1776341653512
74.1,1776341653750
73.2,1776341653990
72.0,1776341654211
73.1,1776341654411
71.3,1776341654632
71.6,1776341654870
71.1,1776341655110
71.1,1776341655330
72.2,1776341655570
71.6,1776341655790
71.1,1776341655991
71.1,1776341656252
71.4,1776341656471
72.4,1776341656712
72.8,1776341656951
72.2,1776341657170
72.3,1776341657372
72.2,1776341657592
72.7,1776341657830
72.2,1776341658050
72.7,1776341658250
72.7,1776341658471
73.1,1776341658711
73.5,1776341658950
72.9,1776341659174
72.7,1776341659410
73.4,1776341659650
72.3,1776341659870
73.1,1776341660070
73.3,1776341660292
72.8,1776341660530
72.9,1776341660751
72.8,1776341660953
73.4,1776341661170
73.3,1776341661371
73.1,1776341661592
73.3,1776341661830
72.6,1776341662070
73.1,1776341662291
