Recorded date: Apr 17, 2026, 19:03:14
Export date: Apr 18, 2026, 18:40:30
Min (dB-A): 69.7
Max (dB-A): 78.2
Peak (dB-A): 80.5
Avg (dB-A): 73.8
TWA (dB-A): 0.0
Dose (dB-A): 0.0

Leq (dB-A), Timestamp
73.2,1776427324719
73.5,1776427324938
72.5,1776427325178
73.0,1776427325399
72.9,1776427325638
72.9,1776427325877
77.5,1776427326078
76.2,1776427326318
73.9,1776427326558
73.7,1776427326776
73.5,1776427326977
73.6,1776427327198
72.8,1776427327438
72.6,1776427327659
74.7,1776427327898
73.0,1776427328139
72.4,1776427328357
75.0,1776427328558
73.7,1776427328778
73.4,1776427328978
75.0,1776427329197
73.2,1776427329438
74.5,1776427329677
74.0,1776427329898
72.3,1776427330135
71.3,1776427330356
72.3,1776427330558
73.5,1776427330779
76.0,1776427331018
76.4,1776427331258
74.2,1776427331478
73.8,1776427331718
76.3,1776427331957
78.2,1776427332180
76.0,1776427332417
73.0,1776427332639
74.1,1776427332877
71.8,1776427333117
71.4,1776427333338
71.7,1776427333538
71.9,1776427333757
71.2,1776427333997
71.6,1776427334236
71.6,1776427334459
73.1,1776427334696
72.5,1776427334916
71.5,1776427335135
71.4,1776427335378
72.7,1776427335597
72.0,1776427335840
71.1,1776427336077
70.8,1776427336298
72.0,1776427336498
73.9,1776427336718
75.0,1776427336958
74.6,1776427337197
77.6,1776427337416
75.0,1776427337658
73.0,1776427337878
73.5,1776427338079
73.3,1776427338297
70.8,1776427338497
75.0,1776427338718
75.7,1776427338959
74.4,1776427339197
71.6,1776427339417
72.4,1776427339619
74.8,1776427339838
71.4,1776427340039
76.0,1776427340258
76.6,1776427340497
73.0,1776427340716
72.5,1776427340917
74.0,1776427341137
74.1,1776427341377
73.2,1776427341619
73.9,1776427341839
72.7,1776427342077
72.2,1776427342316
71.5,1776427342539
72.5,1776427342777
71.1,1776427342996
70.7,1776427343198
72.7,1776427343417
73.5,1776427343639
73.9,1776427343878
70.5,1776427344098
70.4,1776427344338
69.7,1776427344578
69.9,1776427344798
69.9,1776427345037
70.9,1776427345257
71.2,1776427345457
73.6,1776427345677
72.4,1776427345879
72.5,1776427346096
72.2,1776427346299
72.0,1776427346517
72.2,1776427346757
71.9,1776427346999
72.6,1776427347219
71.1,1776427347459
72.4,1776427347699
73.3,1776427347917
73.4,1776427348158
71.6,1776427348378
69.9,1776427348618
75.4,1776427348857
72.7,1776427349076
71.7,1776427349279
73.2,1776427349497
71.7,1776427349738
73.6,1776427349976
75.0,1776427350198
74.7,1776427350437
73.5,1776427350657
74.6,1776427350858
74.2,1776427351078
73.6,1776427351318
73.6,1776427351558
72.5,1776427351787
71.4,1776427352036
72.5,1776427352278
73.9,1776427352478
76.8,1776427352716
73.2,1776427352916
73.4,1776427353116
73.9,1776427353336
73.2,1776427353536
73.4,1776427353756
72.9,1776427353958
71.2,1776427354178
73.6,1776427354418
76.3,1776427354660
73.1,1776427354879
72.1,1776427355117
72.5,1776427355359
72.5,1776427355579
72.3,1776427355818
72.6,1776427356037
72.4,1776427356237
72.3,1776427356457
71.0,1776427356659
70.8,1776427356877
71.0,1776427357080
71.0,1776427357298
71.2,1776427357539
71.1,1776427357778
71.9,1776427357998
71.8,1776427358237
71.7,1776427358463
72.4,1776427358697
72.7,1776427358939
73.5,1776427359161
73.2,1776427359398
72.9,1776427359639
72.7,1776427359860
74.0,1776427360098
73.5,1776427360338
74.4,1776427360557
72.6,1776427360797
72.3,1776427361017
71.2,1776427361238
71.7,1776427361477
73.1,1776427361700
73.5,1776427361938
73.6,1776427362177
74.1,1776427362397
74.0,1776427362638
76.5,1776427362877
75.1,1776427363098
73.1,1776427363337
73.0,1776427363558
72.2,1776427363799
73.8,1776427364038
73.9,1776427364257
74.4,1776427364457
73.3,1776427364679
73.8,1776427364918
74.7,1776427365158
74.2,1776427365378
72.4,1776427365617
72.9,1776427365837
73.1,1776427366040
73.0,1776427366258
74.1,1776427366500
74.5,1776427366737
74.0,1776427366960
74.3,1776427367198
74.0,1776427367437
74.1,1776427367657
74.5,1776427367897
74.4,1776427368140
74.9,1776427368358
74.9,1776427368598
75.1,1776427368818
75.1,1776427369061
75.8,1776427369301
74.2,1776427369518
74.4,1776427369718
73.7,1776427369938
73.7,1776427370159
74.0,1776427370397
73.6,1776427370617
73.8,1776427370859
74.7,1776427371078
75.1,1776427371278
74.5,1776427371501
73.7,1776427371738
73.9,1776427371978
74.4,1776427372199
74.2,1776427372437
73.4,1776427372676
74.7,1776427372898
74.6,1776427373098
74.0,1776427373319
74.7,1776427373558
75.0,1776427373777
75.0,1776427374022
75.4,1776427374256
75.8,1776427374477
75.4,1776427374717
75.9,1776427374956
75.0,1776427375178
75.5,1776427375417
76.8,1776427375658
76.1,1776427375878
76.4,1776427376118
77.0,1776427376338
76.1,1776427376580
75.6,1776427376818
74.8,1776427377038
74.5,1776427377276
74.7,1776427377518
76.9,1776427377738
76.2,1776427377979
75.6,1776427378218
75.3,1776427378439
75.9,1776427378677
74.8,1776427378880
75.8,1776427379119
75.7,1776427379357
75.4,1776427379578
75.3,1776427379818
74.9,1776427380057
76.7,1776427380278
76.6,1776427380478
76.2,1776427380699
74.6,1776427380900
74.7,1776427381117
74.0,1776427381357
74.0,1776427381578
74.1,1776427381779
75.1,1776427381998
74.0,1776427382198
74.9,1776427382417
75.8,1776427382619
74.8,1776427382837
74.5,1776427383038
74.2,1776427383259
73.9,1776427383498
74.7,1776427383718
75.3,1776427383959
75.7,1776427384197
74.5,1776427384416
