Recorded date: Apr 16, 2026, 19:10:11
Export date: Apr 18, 2026, 18:38:28
Min (dB-A): 73.2
Max (dB-A): 84.6
Peak (dB-A): 88.6
Avg (dB-A): 79.6
TWA (dB-A): 50.5
Dose (dB-A): 0.0

Leq (dB-A), Timestamp
77.2,1776341355144
79.7,1776341355386
80.2,1776341355624
80.3,1776341355845
82.6,1776341356084
82.4,1776341356324
80.9,1776341356545
78.4,1776341356748
79.4,1776341356964
80.1,1776341357165
80.1,1776341357384
79.5,1776341357626
80.3,1776341357846
78.5,1776341358048
80.7,1776341358265
77.8,1776341358485
79.5,1776341358723
79.9,1776341358944
80.2,1776341359144
79.0,1776341359364
80.0,1776341359606
81.1,1776341359824
80.8,1776341360024
80.1,1776341360244
82.0,1776341360444
80.6,1776341360663
80.8,1776341360864
81.0,1776341361084
81.5,1776341361323
80.7,1776341361564
80.2,1776341361784
81.6,1776341361985
80.9,1776341362204
83.0,1776341362445
80.1,1776341362664
81.8,1776341362864
80.3,1776341363084
80.1,1776341363285
79.0,1776341363505
80.0,1776341363744
79.5,1776341363984
79.5,1776341364204
78.7,1776341364406
78.7,1776341364629
78.0,1776341364864
77.5,1776341365084
79.0,1776341365284
81.0,1776341365504
80.8,1776341365706
82.7,1776341365926
82.3,1776341366126
82.0,1776341366346
82.0,1776341366546
80.8,1776341366766
80.9,1776341366966
80.9,1776341367186
81.8,1776341367405
81.5,1776341367626
82.1,1776341367866
79.5,1776341368105
79.3,1776341368326
78.8,1776341368565
78.5,1776341368806
78.1,1776341369027
77.5,1776341369266
78.1,1776341369506
78.0,1776341369724
78.6,1776341369926
78.5,1776341370146
78.3,1776341370386
78.2,1776341370606
78.5,1776341370806
78.5,1776341371026
78.5,1776341371226
78.5,1776341371446
78.0,1776341371646
80.4,1776341371866
78.9,1776341372105
84.5,1776341372346
80.9,1776341372566
82.5,1776341372806
79.8,1776341373025
79.0,1776341373225
78.3,1776341373446
77.8,1776341373646
77.5,1776341373866
78.1,1776341374104
78.8,1776341374345
81.1,1776341374568
81.5,1776341374776
80.7,1776341374986
80.2,1776341375226
78.0,1776341375445
77.6,1776341375647
77.8,1776341375866
78.0,1776341376086
77.8,1776341376325
82.1,1776341376546
81.2,1776341376747
79.1,1776341376966
79.7,1776341377166
78.0,1776341377385
79.9,1776341377586
79.3,1776341377806
78.8,1776341378046
80.9,1776341378265
81.6,1776341378468
81.1,1776341378686
83.0,1776341378886
83.5,1776341379106
84.6,1776341379344
81.6,1776341379584
82.1,1776341379806
82.3,1776341380006
81.2,1776341380226
81.2,1776341380466
80.9,1776341380686
80.2,1776341380925
81.1,1776341381167
81.0,1776341381386
82.7,1776341381586
82.5,1776341381806
82.2,1776341382044
80.0,1776341382286
83.3,1776341382506
81.4,1776341382706
82.2,1776341382924
82.3,1776341383165
81.3,1776341383384
80.8,1776341383586
79.5,1776341383804
81.2,1776341384006
80.5,1776341384226
82.6,1776341384428
80.5,1776341384647
80.8,1776341384866
79.7,1776341385106
79.6,1776341385326
79.1,1776341385565
80.0,1776341385786
79.4,1776341386026
79.3,1776341386266
77.7,1776341386486
77.5,1776341386686
77.5,1776341386906
78.3,1776341387106
81.5,1776341387325
82.2,1776341387526
80.4,1776341387745
82.2,1776341387986
80.4,1776341388204
79.1,1776341388407
82.1,1776341388623
80.8,1776341388826
80.9,1776341389046
78.3,1776341389247
80.3,1776341389465
80.9,1776341389665
80.0,1776341389886
80.3,1776341390090
79.9,1776341390308
78.8,1776341390545
78.0,1776341390766
78.9,1776341391004
79.8,1776341391244
79.1,1776341391466
78.0,1776341391667
77.8,1776341391886
78.1,1776341392086
78.2,1776341392306
78.4,1776341392564
78.4,1776341392804
77.9,1776341393044
78.2,1776341393286
77.9,1776341393527
78.0,1776341393783
78.3,1776341394011
77.2,1776341394244
77.4,1776341394484
76.7,1776341394704
78.9,1776341394904
79.1,1776341395124
78.0,1776341395324
77.8,1776341395544
77.1,1776341395784
77.8,1776341396003
77.1,1776341396206
76.5,1776341396424
76.9,1776341396625
77.8,1776341396843
77.1,1776341397044
77.3,1776341397264
77.6,1776341397465
77.1,1776341397684
77.7,1776341397884
77.0,1776341398104
77.7,1776341398344
77.4,1776341398564
77.8,1776341398804
77.0,1776341399044
77.7,1776341399264
77.5,1776341399504
77.5,1776341399744
78.0,1776341399964
77.6,1776341400204
78.7,1776341400444
77.8,1776341400664
77.8,1776341400905
77.5,1776341401124
77.5,1776341401364
78.6,1776341401604
78.4,1776341401824
77.0,1776341402064
77.6,1776341402304
78.1,1776341402504
77.9,1776341402704
78.5,1776341402924
78.4,1776341403164
78.1,1776341403384
80.8,1776341403587
83.0,1776341403808
78.0,1776341404049
78.1,1776341404284
83.7,1776341404509
82.7,1776341404710
79.2,1776341404926
77.9,1776341405167
78.1,1776341405405
78.4,1776341405625
78.9,1776341405871
81.9,1776341406086
76.8,1776341406327
76.1,1776341406566
76.1,1776341406787
75.7,1776341407026
76.2,1776341407267
75.9,1776341407487
