Recorded date: Apr 17, 2026, 19:08:59
Export date: Apr 18, 2026, 18:41:05
Min (dB-A): 72.0
Max (dB-A): 88.3
Peak (dB-A): 93.1
Avg (dB-A): 78.4
TWA (dB-A): 42.6
Dose (dB-A): 0.0

Leq (dB-A), Timestamp
76.9,1776427665720
78.2,1776427665920
77.8,1776427666160
80.6,1776427666399
78.8,1776427666625
77.5,1776427666860
77.5,1776427667099
77.6,1776427667332
77.4,1776427667563
78.6,1776427667768
80.1,1776427667999
79.1,1776427668243
77.6,1776427668461
79.1,1776427668707
78.2,1776427668939
78.4,1776427669167
77.4,1776427669405
77.4,1776427669631
83.5,1776427669880
77.2,1776427670123
75.6,1776427670360
78.1,1776427670599
77.7,1776427670800
76.7,1776427671023
76.3,1776427671243
77.3,1776427671460
75.9,1776427671660
79.2,1776427671881
78.6,1776427672123
77.6,1776427672359
77.1,1776427672561
77.5,1776427672801
77.0,1776427673041
76.2,1776427673243
76.9,1776427673459
76.6,1776427673663
77.6,1776427673924
77.0,1776427674140
76.7,1776427674382
77.0,1776427674601
77.9,1776427674802
78.6,1776427675026
78.8,1776427675259
76.5,1776427675482
76.2,1776427675699
75.9,1776427675899
76.2,1776427676122
73.5,1776427676359
73.5,1776427676601
74.7,1776427676826
74.1,1776427677060
74.7,1776427677280
73.4,1776427677480
74.6,1776427677699
74.8,1776427677903
75.6,1776427678125
75.8,1776427678361
75.2,1776427678600
78.3,1776427678820
81.8,1776427679021
77.6,1776427679240
81.4,1776427679481
79.1,1776427679706
76.9,1776427679939
79.3,1776427680181
79.4,1776427680439
77.4,1776427680661
78.7,1776427680910
77.4,1776427681162
80.5,1776427681387
78.1,1776427681608
78.3,1776427681823
75.7,1776427682023
75.0,1776427682243
78.2,1776427682502
78.7,1776427682727
79.3,1776427682977
80.5,1776427683201
78.3,1776427683440
77.7,1776427683641
77.5,1776427683861
77.1,1776427684108
77.1,1776427684345
74.9,1776427684588
81.0,1776427684807
78.4,1776427685040
77.6,1776427685292
76.8,1776427685500
78.0,1776427685725
77.3,1776427685940
75.5,1776427686141
75.6,1776427686412
75.1,1776427686687
77.3,1776427686899
76.6,1776427687144
76.1,1776427687360
75.8,1776427687600
77.7,1776427687847
75.8,1776427688099
77.4,1776427688323
78.8,1776427688561
77.1,1776427688780
77.1,1776427688984
77.2,1776427689201
74.7,1776427689442
74.3,1776427689684
79.9,1776427689900
78.3,1776427690100
77.3,1776427690320
78.7,1776427690522
77.6,1776427690747
77.3,1776427690981
76.8,1776427691207
74.7,1776427691441
80.3,1776427691680
80.7,1776427691902
79.5,1776427692141
78.9,1776427692381
77.6,1776427692613
78.6,1776427692841
77.8,1776427693063
74.7,1776427693282
74.6,1776427693527
72.0,1776427693782
81.7,1776427694110
75.9,1776427694360
76.2,1776427694596
79.3,1776427694805
79.3,1776427695025
75.3,1776427695247
76.1,1776427695480
77.6,1776427695704
76.3,1776427695966
74.3,1776427696219
76.3,1776427696440
75.3,1776427696644
78.3,1776427696866
75.3,1776427697085
78.0,1776427697300
76.9,1776427697524
77.7,1776427697766
76.7,1776427697968
76.6,1776427698223
75.1,1776427698423
75.3,1776427698624
76.0,1776427698836
76.0,1776427699048
75.6,1776427699285
77.5,1776427699537
76.7,1776427699766
76.6,1776427699981
76.0,1776427700200
76.8,1776427700438
79.0,1776427700640
78.6,1776427700860
78.6,1776427701068
79.1,1776427701283
77.8,1776427701520
76.2,1776427701760
76.6,1776427702002
75.7,1776427702227
77.3,1776427702460
78.4,1776427702681
78.3,1776427702928
77.2,1776427703183
77.7,1776427703464
77.3,1776427703744
75.3,1776427703960
73.8,1776427704199
74.0,1776427704440
79.0,1776427704660
83.2,1776427704860
82.4,1776427705080
76.0,1776427705320
77.8,1776427705560
74.5,1776427705780
79.3,1776427706020
78.7,1776427706240
79.2,1776427706440
82.3,1776427706660
77.2,1776427706900
80.8,1776427707140
