Recorded date: Apr 16, 2026, 19:13:18
Export date: Apr 18, 2026, 18:38:54
Min (dB-A): 68.4
Max (dB-A): 84.6
Peak (dB-A): 87.6
Avg (dB-A): 78.5
TWA (dB-A): 52.5
Dose (dB-A): 0.1

Leq (dB-A), Timestamp
79.7,1776341536436
79.1,1776341536656
79.8,1776341536856
79.2,1776341537076
79.4,1776341537316
79.3,1776341537536
79.2,1776341537777
78.6,1776341538016
79.1,1776341538236
79.4,1776341538436
79.1,1776341538656
80.5,1776341538876
79.8,1776341539116
79.7,1776341539335
79.3,1776341539535
79.3,1776341539755
79.8,1776341539956
79.7,1776341540178
80.0,1776341540417
79.7,1776341540636
79.8,1776341540876
78.9,1776341541116
79.2,1776341541336
79.2,1776341541536
79.1,1776341541756
79.3,1776341541956
78.8,1776341542176
79.2,1776341542377
79.8,1776341542598
79.7,1776341542836
80.5,1776341543057
79.9,1776341543296
79.6,1776341543536
80.1,1776341543756
80.5,1776341543956
80.5,1776341544175
80.1,1776341544416
79.3,1776341544656
80.1,1776341544877
80.1,1776341545115
79.8,1776341545335
80.0,1776341545536
80.1,1776341545755
79.2,1776341545957
79.3,1776341546175
80.5,1776341546376
79.7,1776341546596
80.0,1776341546797
81.3,1776341547016
79.7,1776341547261
79.9,1776341547476
81.3,1776341547696
80.1,1776341547940
78.9,1776341548158
81.4,1776341548396
80.3,1776341548636
79.3,1776341548856
81.9,1776341549058
79.2,1776341549276
78.8,1776341549516
79.8,1776341549758
79.5,1776341549975
79.0,1776341550177
79.5,1776341550396
80.5,1776341550636
80.5,1776341550858
81.5,1776341551096
80.3,1776341551336
79.7,1776341551556
80.7,1776341551760
80.9,1776341551976
81.1,1776341552216
79.3,1776341552456
79.5,1776341552678
79.6,1776341552916
79.5,1776341553136
80.7,1776341553377
81.3,1776341553616
81.4,1776341553837
84.3,1776341554077
80.3,1776341554316
80.0,1776341554537
79.3,1776341554776
79.8,1776341555017
79.1,1776341555238
78.5,1776341555476
80.0,1776341555697
80.4,1776341555940
80.3,1776341556175
80.7,1776341556376
79.2,1776341556576
79.3,1776341556796
79.4,1776341556997
80.5,1776341557216
81.6,1776341557418
80.6,1776341557635
83.1,1776341557838
79.9,1776341558056
80.7,1776341558296
79.9,1776341558517
79.8,1776341558717
79.9,1776341558936
82.2,1776341559137
82.7,1776341559355
80.0,1776341559556
80.0,1776341559776
80.4,1776341559976
80.5,1776341560196
79.9,1776341560396
80.5,1776341560617
81.1,1776341560857
81.5,1776341561077
79.4,1776341561316
79.1,1776341561555
79.7,1776341561777
79.8,1776341562016
79.6,1776341562256
81.6,1776341562476
81.2,1776341562678
80.5,1776341562896
79.6,1776341563136
80.1,1776341563356
80.3,1776341563556
80.3,1776341563776
81.7,1776341563976
82.6,1776341564195
80.8,1776341564396
82.5,1776341564617
82.8,1776341564856
84.6,1776341565076
81.0,1776341565297
80.1,1776341565498
79.1,1776341565716
79.7,1776341565956
83.5,1776341566176
83.0,1776341566416
81.1,1776341566656
78.3,1776341566875
77.7,1776341567077
77.8,1776341567297
77.6,1776341567537
76.8,1776341567777
79.1,1776341567996
80.6,1776341568236
79.4,1776341568456
78.7,1776341568657
78.2,1776341568878
79.8,1776341569079
77.7,1776341569296
77.4,1776341569496
79.1,1776341569716
77.3,1776341569956
79.6,1776341570196
76.3,1776341570416
74.2,1776341570617
74.1,1776341570836
74.4,1776341571078
74.7,1776341571296
74.0,1776341571497
75.4,1776341571716
73.0,1776341571916
72.7,1776341572136
72.2,1776341572336
72.7,1776341572556
72.5,1776341572756
71.3,1776341572976
71.1,1776341573216
70.0,1776341573436
69.8,1776341573636
73.9,1776341573856
78.6,1776341574076
76.7,1776341574316
72.8,1776341574537
73.1,1776341574776
72.4,1776341575015
72.5,1776341575237
72.7,1776341575475
72.7,1776341575717
73.4,1776341575935
70.6,1776341576176
69.1,1776341576395
71.3,1776341576595
72.7,1776341576815
71.3,1776341577055
71.2,1776341577296
71.4,1776341577515
70.7,1776341577755
70.9,1776341577996
69.6,1776341578215
69.0,1776341578456
69.0,1776341578676
70.7,1776341578915
70.0,1776341579158
69.3,1776341579375
69.5,1776341579576
71.8,1776341579796
72.5,1776341579996
72.0,1776341580215
72.2,1776341580416
71.8,1776341580637
72.2,1776341580841
70.2,1776341581055
70.2,1776341581296
70.1,1776341581515
71.4,1776341581717
70.2,1776341581936
70.8,1776341582176
71.6,1776341582417
71.9,1776341582636
73.1,1776341582856
73.3,1776341583096
72.3,1776341583318
73.0,1776341583556
70.0,1776341583776
69.7,1776341584016
68.4,1776341584255
69.8,1776341584476
71.1,1776341584676
71.7,1776341584895
72.1,1776341585096
71.5,1776341585317
71.1,1776341585556
72.3,1776341585797
72.6,1776341586015
71.6,1776341586257
69.0,1776341586476
69.6,1776341586677
70.9,1776341586895
71.1,1776341587096
72.6,1776341587316
74.5,1776341587516
74.2,1776341587736
72.8,1776341587975
78.2,1776341588216
74.0,1776341588435
71.3,1776341588676
71.5,1776341588896
72.4,1776341589099
74.2,1776341589316
72.9,1776341589557
72.8,1776341589800
71.1,1776341590017
71.8,1776341590256
71.0,1776341590496
70.2,1776341590716
74.0,1776341590916
74.2,1776341591137
73.4,1776341591377
73.4,1776341591577
75.0,1776341591817
72.5,1776341592057
72.0,1776341592278
70.9,1776341592515
71.1,1776341592755
71.3,1776341592980
73.8,1776341593215
73.4,1776341593457
74.3,1776341593677
74.3,1776341593917
74.1,1776341594135
