Recorded date: Apr 17, 2026, 14:42:17
Export date: Apr 18, 2026, 18:40:09
Min (dB-A): 71.2
Max (dB-A): 83.9
Peak (dB-A): 86.9
Avg (dB-A): 76.0
TWA (dB-A): 0.0
Dose (dB-A): 0.0

Leq (dB-A), Timestamp
77.0,1776411682585
75.0,1776411682786
74.7,1776411683005
74.4,1776411683206
73.7,1776411683424
72.9,1776411683663
73.1,1776411683905
71.8,1776411684125
72.7,1776411684327
72.0,1776411684550
73.2,1776411684788
72.5,1776411685005
72.2,1776411685205
72.3,1776411685425
71.9,1776411685626
72.6,1776411685845
73.6,1776411686065
72.2,1776411686305
72.9,1776411686525
73.9,1776411686727
73.4,1776411686945
73.3,1776411687147
72.9,1776411687366
72.9,1776411687607
72.2,1776411687827
73.3,1776411688064
73.6,1776411688304
73.6,1776411688524
74.9,1776411688727
74.2,1776411688947
74.4,1776411689184
73.7,1776411689428
74.1,1776411689644
73.0,1776411689847
73.5,1776411690067
73.3,1776411690305
72.7,1776411690529
72.7,1776411690765
73.1,1776411691006
72.7,1776411691228
73.8,1776411691464
72.6,1776411691707
72.3,1776411691925
72.7,1776411692165
74.5,1776411692408
73.9,1776411692626
74.5,1776411692863
74.4,1776411693087
75.3,1776411693288
74.2,1776411693504
74.3,1776411693704
73.9,1776411693924
73.4,1776411694124
74.9,1776411694349
75.3,1776411694585
75.4,1776411694808
75.0,1776411695024
75.5,1776411695264
76.5,1776411695486
75.3,1776411695725
75.8,1776411695966
75.3,1776411696186
75.3,1776411696426
76.5,1776411696664
75.8,1776411696885
75.9,1776411697085
76.5,1776411697306
76.3,1776411697507
76.4,1776411697726
77.3,1776411697964
76.7,1776411698187
77.2,1776411698425
77.0,1776411698664
77.3,1776411698884
78.3,1776411699085
78.6,1776411699308
78.1,1776411699552
78.3,1776411699786
77.4,1776411700008
76.8,1776411700244
77.3,1776411700466
78.6,1776411700666
76.7,1776411700889
74.8,1776411701125
75.8,1776411701365
74.9,1776411701584
76.1,1776411701786
75.3,1776411702004
74.7,1776411702206
74.4,1776411702425
74.0,1776411702626
74.0,1776411702844
75.7,1776411703086
76.4,1776411703306
75.1,1776411703507
73.8,1776411703763
74.9,1776411703986
75.9,1776411704224
75.1,1776411704464
76.3,1776411704685
75.5,1776411704885
74.9,1776411705105
75.5,1776411705344
75.8,1776411705564
75.8,1776411705765
76.7,1776411705983
74.8,1776411706183
76.1,1776411706403
74.6,1776411706603
74.9,1776411706823
75.0,1776411707023
74.8,1776411707244
74.0,1776411707444
75.1,1776411707665
74.6,1776411707904
75.7,1776411708124
74.6,1776411708325
83.9,1776411708545
79.6,1776411708753
77.7,1776411708965
76.8,1776411709208
76.6,1776411709444
77.0,1776411709666
78.1,1776411709867
77.1,1776411710086
76.5,1776411710286
76.5,1776411710507
76.5,1776411710749
76.6,1776411710968
75.6,1776411711204
75.4,1776411711446
75.0,1776411711664
74.0,1776411711868
75.0,1776411712085
74.4,1776411712324
77.6,1776411712544
77.1,1776411712764
76.3,1776411713004
75.8,1776411713224
77.3,1776411713465
77.7,1776411713708
78.4,1776411713925
77.5,1776411714126
76.6,1776411714346
75.2,1776411714585
77.3,1776411714824
77.8,1776411715044
76.8,1776411715246
76.8,1776411715464
78.5,1776411715704
76.6,1776411715924
77.5,1776411716124
76.8,1776411716345
77.1,1776411716584
79.3,1776411716825
77.9,1776411717044
79.5,1776411717244
78.3,1776411717464
77.4,1776411717665
76.6,1776411717884
75.6,1776411718125
78.6,1776411718344
78.0,1776411718547
77.4,1776411718765
77.2,1776411719006
77.4,1776411719244
76.1,1776411719470
75.2,1776411719704
77.1,1776411719945
75.9,1776411720164
76.4,1776411720364
78.0,1776411720584
76.4,1776411720825
78.0,1776411721045
77.4,1776411721264
76.7,1776411721504
78.2,1776411721724
79.0,1776411721929
77.2,1776411722146
76.8,1776411722346
76.9,1776411722567
79.1,1776411722805
78.0,1776411723045
78.2,1776411723265
77.2,1776411723504
77.3,1776411723727
77.0,1776411723964
77.3,1776411724204
77.5,1776411724425
77.3,1776411724625
78.7,1776411724844
76.9,1776411725045
76.8,1776411725264
76.9,1776411725465
78.2,1776411725684
80.9,1776411725925
77.2,1776411726144
77.4,1776411726346
77.2,1776411726564
76.3,1776411726804
75.2,1776411727044
77.2,1776411727264
75.5,1776411727464
76.3,1776411727685
76.1,1776411727923
76.4,1776411728163
77.4,1776411728383
77.5,1776411728625
80.1,1776411728845
76.5,1776411729045
76.7,1776411729264
75.5,1776411729464
75.9,1776411729684
76.1,1776411729885
76.2,1776411730087
77.1,1776411730324
76.8,1776411730564
76.1,1776411730784
75.4,1776411731023
75.3,1776411731248
75.4,1776411731485
