Recorded date: Apr 16, 2026, 18:59:51
Export date: Apr 18, 2026, 18:36:39
Min (dB-A): 70.2
Max (dB-A): 88.4
Peak (dB-A): 95.2
Avg (dB-A): 76.1
TWA (dB-A): 40.0
Dose (dB-A): 0.0

Leq (dB-A), Timestamp
75.9,1776340657948
75.8,1776340658187
75.3,1776340658431
75.3,1776340658648
75.4,1776340658854
75.4,1776340659069
74.4,1776340659306
74.7,1776340659528
74.3,1776340659728
74.9,1776340659947
75.0,1776340660151
74.7,1776340660369
76.6,1776340660606
75.2,1776340660849
75.7,1776340661068
75.7,1776340661309
75.1,1776340661552
75.2,1776340661815
75.9,1776340662030
75.7,1776340662268
75.5,1776340662489
75.1,1776340662700
74.8,1776340662908
75.0,1776340663150
74.8,1776340663390
74.5,1776340663609
74.5,1776340663809
73.5,1776340664031
74.4,1776340664231
74.2,1776340664449
74.4,1776340664693
74.1,1776340664908
74.8,1776340665149
74.8,1776340665388
74.7,1776340665614
75.4,1776340665851
74.8,1776340666088
75.5,1776340666306
75.4,1776340666509
73.8,1776340666728
74.4,1776340666928
75.4,1776340667148
74.7,1776340667391
75.0,1776340667613
74.2,1776340667851
75.3,1776340668088
75.1,1776340668307
74.0,1776340668509
75.6,1776340668727
76.4,1776340668928
75.6,1776340669149
75.8,1776340669386
76.1,1776340669609
88.4,1776340669848
75.9,1776340670088
75.4,1776340670309
76.5,1776340670528
74.8,1776340670768
74.7,1776340670986
75.5,1776340671187
75.2,1776340671408
75.4,1776340671609
74.7,1776340671828
75.0,1776340672066
75.3,1776340672290
74.7,1776340672526
75.2,1776340672768
74.9,1776340672986
75.5,1776340673186
74.5,1776340673408
75.3,1776340673646
75.2,1776340673888
74.5,1776340674107
76.5,1776340674348
75.1,1776340674588
75.5,1776340674806
74.2,1776340675047
74.5,1776340675267
74.4,1776340675507
74.5,1776340675746
75.9,1776340675967
75.1,1776340676167
75.2,1776340676388
74.6,1776340676626
76.4,1776340676866
76.1,1776340677088
74.2,1776340677326
74.6,1776340677546
74.9,1776340677746
75.0,1776340677966
75.2,1776340678169
75.4,1776340678388
76.0,1776340678628
77.0,1776340678866
74.1,1776340679087
76.1,1776340679306
74.3,1776340679547
73.8,1776340679768
74.3,1776340680007
74.4,1776340680227
74.1,1776340680469
74.5,1776340680709
73.7,1776340680926
74.4,1776340681127
74.3,1776340681347
74.4,1776340681590
74.6,1776340681827
74.8,1776340682049
74.0,1776340682286
74.1,1776340682507
74.3,1776340682747
75.4,1776340682988
74.7,1776340683207
74.5,1776340683447
74.9,1776340683691
74.3,1776340683907
74.9,1776340684147
74.4,1776340684386
74.3,1776340684610
74.7,1776340684850
74.6,1776340685066
74.8,1776340685266
73.9,1776340685486
74.5,1776340685686
74.1,1776340685908
75.8,1776340686151
75.0,1776340686386
75.0,1776340686607
73.6,1776340686807
74.6,1776340687026
74.7,1776340687226
74.8,1776340687448
74.9,1776340687687
74.9,1776340687906
74.3,1776340688128
74.5,1776340688366
74.8,1776340688587
74.3,1776340688788
74.8,1776340689006
75.5,1776340689206
74.9,1776340689429
75.4,1776340689666
74.8,1776340689906
74.7,1776340690127
75.7,1776340690366
75.1,1776340690586
75.9,1776340690839
75.4,1776340691066
74.8,1776340691286
74.9,1776340691527
74.2,1776340691767
73.9,1776340691987
74.1,1776340692226
75.5,1776340692468
75.9,1776340692686
74.7,1776340692929
75.0,1776340693148
76.1,1776340693387
74.8,1776340693628
74.2,1776340693845
74.8,1776340694050
75.0,1776340694268
75.0,1776340694508
76.2,1776340694748
75.5,1776340694968
75.1,1776340695210
75.4,1776340695428
74.0,1776340695629
75.0,1776340695851
73.8,1776340696088
73.5,1776340696327
72.9,1776340696546
74.0,1776340696748
75.3,1776340697009
76.7,1776340697228
75.4,1776340697428
74.6,1776340697648
74.1,1776340697888
73.6,1776340698109
73.8,1776340698346
72.8,1776340698589
73.5,1776340698807
73.7,1776340699008
74.9,1776340699228
73.5,1776340699467
72.8,1776340699706
73.2,1776340699927
73.2,1776340700168
73.3,1776340700388
73.1,1776340700589
72.7,1776340700806
72.4,1776340701008
71.3,1776340701229
70.8,1776340701469
72.8,1776340701708
72.4,1776340701928
72.6,1776340702128
71.1,1776340702348
72.0,1776340702548
72.3,1776340702768
71.0,1776340703009
70.6,1776340703228
70.3,1776340703466
70.3,1776340703707
70.5,1776340703926
70.7,1776340704126
73.3,1776340704346
72.3,1776340704546
71.2,1776340704767
70.9,1776340704967
70.2,1776340705186
72.4,1776340705426
72.7,1776340705646
72.6,1776340705867
73.0,1776340706107
71.7,1776340706327
72.4,1776340706566
72.8,1776340706806
72.9,1776340707026
74.1,1776340707227
74.2,1776340707448
75.4,1776340707687
74.0,1776340707907
74.0,1776340708147
74.5,1776340708387
74.1,1776340708607
75.0,1776340708847
74.6,1776340709086
75.1,1776340709306
75.0,1776340709507
76.2,1776340709728
75.1,1776340709929
75.0,1776340710147
76.0,1776340710349
76.2,1776340710568
75.3,1776340710808
74.3,1776340711027
74.3,1776340711228
73.8,1776340711448
73.5,1776340711648
74.5,1776340711868
74.3,1776340712068
74.2,1776340712289
73.6,1776340712528
74.0,1776340712768
73.3,1776340712989
73.8,1776340713228
74.2,1776340713448
75.5,1776340713648
76.3,1776340713868
76.5,1776340714069
76.6,1776340714286
75.9,1776340714508
76.9,1776340714746
74.8,1776340714968
76.3,1776340715168
75.5,1776340715388
75.4,1776340715628
75.8,1776340715848
78.4,1776340716048
77.1,1776340716268
74.5,1776340716506
72.3,1776340716748
76.3,1776340716968
76.5,1776340717168
77.0,1776340717388
76.8,1776340717588
75.4,1776340717806
74.4,1776340718008
74.2,1776340718228
76.7,1776340718468
77.2,1776340718688
76.5,1776340718928
77.2,1776340719168
74.9,1776340719388
75.0,1776340719588
74.4,1776340719808
72.4,1776340720008
74.3,1776340720228
75.4,1776340720468
75.7,1776340720688
73.9,1776340720888
75.3,1776340721107
77.1,1776340721308
75.4,1776340721528
74.9,1776340721728
74.5,1776340721948
74.1,1776340722148
73.5,1776340722368
73.9,1776340722568
75.0,1776340722788
73.7,1776340723028
71.6,1776340723248
71.5,1776340723468
74.7,1776340723708
73.9,1776340723928
