Recorded date: Apr 16, 2026, 19:07:05
Export date: Apr 18, 2026, 18:37:46
Min (dB-A): 67.6
Max (dB-A): 89.0
Peak (dB-A): 95.9
Avg (dB-A): 76.0
TWA (dB-A): 46.2
Dose (dB-A): 0.0

Leq (dB-A), Timestamp
75.7,1776341159528
76.2,1776341159745
75.6,1776341159984
75.5,1776341160210
74.7,1776341160447
75.3,1776341160683
76.1,1776341160904
75.9,1776341161123
75.3,1776341161364
76.0,1776341161585
74.4,1776341161825
74.9,1776341162064
74.1,1776341162285
74.7,1776341162525
75.8,1776341162746
75.6,1776341162949
75.9,1776341163165
75.4,1776341163366
75.0,1776341163583
75.2,1776341163828
75.1,1776341164066
75.2,1776341164283
75.2,1776341164484
74.8,1776341164704
76.4,1776341164905
75.7,1776341165125
75.8,1776341165364
76.2,1776341165583
79.9,1776341165784
80.0,1776341166007
76.8,1776341166213
76.6,1776341166427
75.7,1776341166663
76.4,1776341166907
75.7,1776341167126
75.7,1776341167327
75.5,1776341167545
75.2,1776341167791
75.6,1776341168005
76.8,1776341168207
76.3,1776341168424
76.3,1776341168662
75.6,1776341168906
74.6,1776341169126
75.8,1776341169363
75.8,1776341169604
76.0,1776341169826
75.3,1776341170044
74.9,1776341170264
75.6,1776341170465
74.5,1776341170687
74.5,1776341170928
73.8,1776341171164
75.0,1776341171383
75.2,1776341171586
74.2,1776341171805
75.1,1776341172011
75.0,1776341172229
74.4,1776341172463
74.7,1776341172684
74.1,1776341172923
74.5,1776341173162
74.1,1776341173385
74.1,1776341173624
74.6,1776341173865
73.7,1776341174086
75.0,1776341174322
75.9,1776341174563
74.8,1776341174787
74.8,1776341175025
74.8,1776341175245
74.6,1776341175486
75.7,1776341175724
74.6,1776341175946
75.1,1776341176184
75.5,1776341176427
74.8,1776341176643
74.8,1776341176884
74.1,1776341177124
73.7,1776341177343
74.5,1776341177545
74.8,1776341177764
74.8,1776341178004
74.1,1776341178225
73.9,1776341178463
75.1,1776341178682
75.5,1776341178902
75.3,1776341179103
75.1,1776341179325
74.5,1776341179567
73.9,1776341179804
74.7,1776341180022
75.3,1776341180226
74.4,1776341180443
74.6,1776341180683
74.6,1776341180904
74.5,1776341181143
76.0,1776341181383
74.8,1776341181603
75.0,1776341181803
75.3,1776341182023
76.0,1776341182262
75.4,1776341182505
75.2,1776341182723
75.8,1776341182963
74.7,1776341183184
74.7,1776341183423
78.2,1776341183663
78.1,1776341183883
78.1,1776341184125
79.2,1776341184362
77.9,1776341184585
75.2,1776341184826
74.9,1776341185064
75.1,1776341185283
75.0,1776341185525
74.3,1776341185744
74.6,1776341185946
76.3,1776341186164
75.3,1776341186367
74.5,1776341186583
78.7,1776341186786
75.5,1776341187004
74.7,1776341187204
79.2,1776341187423
76.9,1776341187643
78.2,1776341187883
76.6,1776341188105
74.4,1776341188342
77.3,1776341188563
78.8,1776341188765
77.6,1776341188983
76.8,1776341189183
75.5,1776341189402
74.0,1776341189603
74.8,1776341189823
74.6,1776341190027
75.1,1776341190248
74.1,1776341190484
74.6,1776341190703
75.0,1776341190943
73.7,1776341191183
74.3,1776341191403
74.8,1776341191603
74.3,1776341191823
74.3,1776341192024
73.5,1776341192243
74.2,1776341192445
74.6,1776341192663
73.7,1776341192864
73.9,1776341193083
73.8,1776341193323
74.2,1776341193543
74.1,1776341193785
74.5,1776341194023
74.0,1776341194244
74.1,1776341194483
74.6,1776341194723
74.9,1776341194946
74.0,1776341195186
75.0,1776341195422
75.3,1776341195642
75.6,1776341195883
74.3,1776341196103
74.8,1776341196323
75.8,1776341196566
75.9,1776341196784
74.8,1776341197023
75.0,1776341197264
75.2,1776341197485
75.9,1776341197723
75.6,1776341197965
75.7,1776341198185
75.5,1776341198423
76.1,1776341198643
76.4,1776341198844
76.6,1776341199063
76.0,1776341199263
76.7,1776341199486
76.5,1776341199723
77.6,1776341199963
76.4,1776341200185
77.4,1776341200385
76.6,1776341200603
76.0,1776341200846
76.7,1776341201063
80.3,1776341201263
87.5,1776341201483
77.6,1776341201722
79.7,1776341201965
83.7,1776341202183
78.1,1776341202384
78.2,1776341202603
78.1,1776341202803
78.2,1776341203023
77.6,1776341203223
77.4,1776341203445
77.0,1776341203683
77.2,1776341203904
77.5,1776341204105
77.7,1776341204324
77.7,1776341204524
77.4,1776341204746
77.5,1776341204983
77.5,1776341205202
75.7,1776341205423
77.2,1776341205623
77.8,1776341205844
76.0,1776341206083
76.4,1776341206303
76.4,1776341206503
76.6,1776341206723
76.3,1776341206923
76.4,1776341207143
75.4,1776341207344
75.5,1776341207564
74.1,1776341207803
79.8,1776341208043
75.7,1776341208265
76.4,1776341208502
80.5,1776341208725
74.9,1776341208963
73.9,1776341209203
75.3,1776341209423
73.3,1776341209624
71.1,1776341209843
70.9,1776341210083
71.8,1776341210323
71.5,1776341210543
72.3,1776341210744
72.3,1776341210965
70.5,1776341211203
70.0,1776341211423
71.9,1776341211625
70.5,1776341211843
71.4,1776341212043
70.1,1776341212267
70.0,1776341212503
72.0,1776341212743
70.7,1776341212963
70.4,1776341213163
70.2,1776341213384
69.2,1776341213627
69.8,1776341213843
72.0,1776341214063
70.8,1776341214303
69.5,1776341214523
70.1,1776341214723
71.3,1776341214943
73.2,1776341215143
70.2,1776341215364
71.8,1776341215604
68.8,1776341215843
70.5,1776341216064
70.3,1776341216304
72.4,1776341216525
73.3,1776341216725
73.5,1776341216943
70.3,1776341217187
71.3,1776341217423
73.3,1776341217643
75.2,1776341217843
72.2,1776341218063
71.7,1776341218304
71.2,1776341218542
73.2,1776341218763
72.1,1776341219009
72.1,1776341219223
69.1,1776341219423
69.5,1776341219643
67.6,1776341219843
68.6,1776341220063
67.8,1776341220265
67.8,1776341220484
70.4,1776341220723
68.8,1776341220963
69.6,1776341221182
70.2,1776341221423
70.0,1776341221643
