Recorded date: Apr 16, 2026, 18:57:13
Export date: Apr 18, 2026, 18:36:23
Min (dB-A): 67.0
Max (dB-A): 82.5
Peak (dB-A): 86.8
Avg (dB-A): 76.3
TWA (dB-A): 0.0
Dose (dB-A): 0.0

Leq (dB-A), Timestamp
71.6,1776340551989
70.2,1776340552226
68.7,1776340552467
68.0,1776340552685
69.0,1776340552888
67.0,1776340553106
68.2,1776340553347
70.1,1776340553567
73.3,1776340553767
73.4,1776340553987
69.2,1776340554227
68.5,1776340554467
67.3,1776340554686
67.8,1776340554889
68.6,1776340555107
67.4,1776340555307
69.6,1776340555527
70.5,1776340555768
72.5,1776340555987
73.5,1776340556227
68.8,1776340556468
68.8,1776340556688
69.2,1776340556888
69.0,1776340557107
69.0,1776340557312
68.2,1776340557526
70.5,1776340557729
72.8,1776340557946
69.6,1776340558186
69.5,1776340558404
67.0,1776340558604
68.7,1776340558825
69.7,1776340559025
69.9,1776340559244
69.5,1776340559446
70.1,1776340559666
70.5,1776340559905
69.8,1776340560144
68.3,1776340560365
68.0,1776340560585
70.1,1776340560815
70.0,1776340561045
68.9,1776340561287
68.8,1776340561508
69.9,1776340561746
68.8,1776340561985
69.7,1776340562206
69.5,1776340562445
68.9,1776340562686
68.6,1776340562907
68.4,1776340563146
69.3,1776340563366
70.3,1776340563606
68.9,1776340563845
71.5,1776340564066
73.3,1776340564305
73.1,1776340564545
72.6,1776340564765
72.4,1776340564966
74.7,1776340565187
72.0,1776340565426
71.2,1776340565666
72.3,1776340565887
72.1,1776340566126
73.3,1776340566345
73.7,1776340566546
72.4,1776340566766
71.5,1776340567005
71.8,1776340567246
72.7,1776340567468
73.7,1776340567707
74.0,1776340567946
74.5,1776340568169
73.3,1776340568405
73.5,1776340568625
73.9,1776340568827
72.2,1776340569047
74.6,1776340569267
73.1,1776340569507
73.8,1776340569727
73.1,1776340569967
73.0,1776340570207
72.6,1776340570427
71.0,1776340570628
71.3,1776340570846
75.6,1776340571085
76.5,1776340571307
75.9,1776340571547
75.1,1776340571786
73.8,1776340572006
74.4,1776340572207
71.9,1776340572427
69.8,1776340572667
73.0,1776340572907
76.1,1776340573126
77.5,1776340573327
76.1,1776340573546
74.4,1776340573787
75.5,1776340574007
76.5,1776340574247
73.3,1776340574486
71.9,1776340574707
74.0,1776340574946
76.7,1776340575187
74.6,1776340575407
