Recorded date: Apr 16, 2026, 19:05:42
Export date: Apr 18, 2026, 18:37:35
Min (dB-A): 67.3
Max (dB-A): 88.4
Peak (dB-A): 94.1
Avg (dB-A): 74.5
TWA (dB-A): 43.4
Dose (dB-A): 0.0

Leq (dB-A), Timestamp
72.8,1776341058245
73.0,1776341058484
71.5,1776341058704
71.6,1776341058904
72.0,1776341059125
71.1,1776341059364
71.7,1776341059584
71.7,1776341059804
71.6,1776341060005
72.3,1776341060224
71.3,1776341060424
72.1,1776341060645
71.2,1776341060884
71.4,1776341061105
72.1,1776341061344
71.1,1776341061585
71.6,1776341061804
71.1,1776341062005
72.3,1776341062227
71.2,1776341062428
71.2,1776341062645
71.6,1776341062884
72.4,1776341063124
72.8,1776341063345
74.4,1776341063585
71.2,1776341063804
70.4,1776341064004
73.5,1776341064224
71.1,1776341064425
73.3,1776341064645
72.1,1776341064884
70.4,1776341065126
71.3,1776341065344
70.2,1776341065544
71.1,1776341065765
71.3,1776341066005
70.5,1776341066225
71.3,1776341066426
69.6,1776341066644
70.9,1776341066845
70.6,1776341067064
70.3,1776341067265
69.9,1776341067485
71.4,1776341067685
70.6,1776341067904
71.6,1776341068106
70.4,1776341068306
70.4,1776341068545
69.8,1776341068764
71.0,1776341068965
70.3,1776341069182
68.9,1776341069383
70.9,1776341069605
70.9,1776341069847
70.9,1776341070084
70.8,1776341070308
71.1,1776341070547
71.3,1776341070793
71.0,1776341071008
70.9,1776341071247
71.8,1776341071466
72.4,1776341071667
72.5,1776341071886
72.9,1776341072086
74.1,1776341072308
72.9,1776341072546
74.3,1776341072786
74.1,1776341073011
75.1,1776341073212
73.7,1776341073425
73.4,1776341073664
72.5,1776341073886
73.1,1776341074089
71.8,1776341074305
67.3,1776341074522
73.9,1776341074763
75.1,1776341074983
76.6,1776341075225
77.5,1776341075444
78.4,1776341075646
77.4,1776341075867
80.0,1776341076068
80.0,1776341076287
79.5,1776341076489
79.9,1776341076705
78.7,1776341076944
79.0,1776341077164
77.5,1776341077385
76.4,1776341077623
75.3,1776341077843
75.5,1776341078043
74.5,1776341078264
76.3,1776341078466
77.0,1776341078683
76.1,1776341078884
75.0,1776341079103
73.5,1776341079303
73.8,1776341079524
75.7,1776341079763
76.0,1776341079983
75.5,1776341080183
75.5,1776341080405
73.9,1776341080645
74.4,1776341080884
76.0,1776341081105
75.4,1776341081345
74.7,1776341081584
74.6,1776341081804
